q,FM0p,FM0n,FPhipp0p,FPhipp0n
0.0,12.999999962961,14.000000050491,-0.921778467824,-1.07511522009
15.0,12.882767589968,13.872089125958,-0.915770590287,-1.068584699662
30.0,12.536501483706,13.494408994215,-0.897963787431,-1.049203370247
45.0,11.977179228832,12.884690443028,-0.869001905178,-1.017588246941
60.0,11.230085380117,12.071042563515,-0.829914411249,-0.974737600053
75.0,10.32813194376,11.089885870986,-0.78205761134,-0.921982207531
90.0,9.309535584596,9.983447172487,-0.727038277017,-0.860923064412
105.0,8.2153620187,8.796888576817,-0.666624816075,-0.793361214806
120.0,7.086950031858,7.575521815146,-0.602656248132,-0.721209723376
135.0,5.963581509754,6.362133872899,-0.536951853865,-0.646416762608
150.0,4.880444462841,5.194840016042,-0.471233294592,-0.570879214826
165.0,3.867110924899,4.105382126443,-0.407051862687,-0.496365472836
180.0,2.946504601891,3.118143128622,-0.345739830553,-0.424453058478
195.0,2.134499263402,2.24971251867,-0.288375725916,-0.356479478729
210.0,1.439948287714,1.509079147083,-0.235768805133,-0.293507401075
225.0,0.865267339789,0.898221047879,-0.188460323186,-0.236311634715
240.0,0.407225123679,0.413112816001,-0.146738556969,-0.185378937709
255.0,0.058058420847,0.044923344638,-0.110664176771,-0.140925719002
270.0,-0.19335030681,-0.218672518589,-0.080105090493,-0.102926658433
285.0,-0.360277982291,-0.392212667292,-0.054773544143,-0.071151864668
300.0,-0.45705246475,-0.49125626614,-0.034265499145,-0.045209107714
315.0,-0.498075744203,-0.531348283488,-0.018098130978,-0.024587620475
330.0,-0.497038488333,-0.527196297647,-0.00574404075,-0.008699666941
345.0,-0.466331805648,-0.492058177059,0.003339020508,0.003080999893
360.0,-0.416664262716,-0.437342851013,0.009683736001,0.011386501136
375.0,-0.356863727991,-0.372418927919,0.013794261358,0.016828313957
390.0,-0.29383567917,-0.304582415826,0.016132656771,0.01997719633
405.0,-0.232660218283,-0.239162562769,0.017110070391,0.021349157946
420.0,-0.176772455141,-0.179733092591,0.017082210654,0.021397147733
435.0,-0.128207406936,-0.128371792797,0.016348344986,0.020507319195
450.0,-0.08787090096,-0.085963302848,0.015153118572,0.018999254418
465.0,-0.055813293174,-0.052489226173,0.013690335259,0.017129122215
480.0,-0.031485867789,-0.027307178579,0.012108274823,0.015095041766
495.0,-0.013964352384,-0.009386988765,0.010515734643,0.013043799668
510.0,-0.00213632639,0.002488555554,0.008988338807,0.011078252143
525.0,0.005158645786,0.009575391832,0.007574811701,0.009265055486
540.0,0.009024441385,0.01306152182,0.006302814638,0.007642011199
555.0,0.010443012322,0.013997873782,0.005184129386,0.006224931094
570.0,0.010238939656,0.013264167139,0.004219133486,0.005013652215
585.0,0.009067982421,0.011557934714,0.003400505945,0.003997190442
600.0,0.007422820103,0.009402284832,0.002716167639,0.003157896044
615.0,0.005650678938,0.007164711536,0.002151507686,0.002474698034
630.0,0.003976454397,0.005082744841,0.001691037455,0.001925505109
645.0,0.002528430335,0.003290682094,0.001319512661,0.001488857582
660.0,0.001363094346,0.001845983874,0.001022662203,0.001144986599
675.0,0.000487323306,0.000752692155,0.000787598072,0.000876381479
690.0,-0.000123152182,-1.9001814e-05,0.000603006343,0.000668008416
705.0,-0.000509316458,-0.000517346576,0.000458843965,0.000507290004
720.0,-0.000718349315,-0.000797677293,0.000347926571,0.000383921239
735.0,-0.00079656153,-0.00091465118,0.000262471724,0.000289604954
750.0,-0.0007851467,-0.000917438781,0.000197257846,0.000217752869
765.0,-0.000718096688,-0.000847256972,0.000147794705,0.000163187781
780.0,-0.000621662095,-0.000736546195,0.000110487983,0.000121879984
795.0,-0.000514784952,-0.000609303347,8.2488158e-05,9.0702672e-05
810.0,-0.000410101434,-0.000482047762,6.156018e-05,6.7245916e-05
825.0,-0.000315181777,-0.000365136721,4.5963362e-05,4.9650957e-05
840.0,-0.000233785459,-0.000264144647,3.4356723e-05,3.6491696e-05
855.0,-0.000167005793,-0.000181164598,2.5718125e-05,2.6675787e-05
870.0,-0.000114223225,-0.000115945902,1.9276601e-05,1.9369756e-05
885.0,-7.3862892e-05,-6.681021e-05,1.4457178e-05,1.3941598e-05
900.0,-4.392951e-05,-3.1360151e-05,1.0835512e-05,9.915591e-06
915.0,-2.2381657e-05,-6.981128e-06,8.101474e-06,6.93613e-06
930.0,-7.3487e-06,8.832066e-06,6.030036e-06,4.739105e-06
945.0,2.760548e-06,1.8284816e-05,4.457998e-06,3.129316e-06
960.0,9.227847e-06,2.3201011e-05,3.266635e-06,1.96222e-06
975.0,1.3043757e-05,2.5012342e-05,2.36826e-06,1.130266e-06
990.0,1.4952489e-05,2.4793437e-05,1.696865e-06,5.5233e-07
1005.0,1.5504619e-05,2.3320226e-05,1.201542e-06,1.66168e-07
1020.0,1.5107679e-05,2.1134293e-05,9.02336e-07,-5.5824e-08
1035.0,1.4067719e-05,1.8603506e-05,6.1584e-07,-2.01841e-07
1050.0,1.2619981e-05,1.611866e-05,4.22899e-07,-2.32226e-07
